last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Garcia, Greg,594824,147,9.9,31.3,105.8,81.9,87.9,78.0,391,154,370,37,25.2,4,2.7,1.9
Allen, Greg,656185,212,6.5,35.4,105.7,84.7,88.0,82.0,389,155,388,64,30.2,3,1.4,1.0
Heredia, Guillermo,628338,249,9.2,31.3,105.7,83.9,89.4,80.0,397,161,365,68,27.3,7,2.8,2.1
Stallings, Jacob,607732,29,10.5,34.5,105.7,89.6,87.7,91.9,366,148,,10,34.5,0,0.0,0.0
Velasquez, Vince,592826,34,-7.3,14.7,105.7,81.2,93.4,79.1,396,89,,10,29.4,1,2.9,2.2
Shuck, JB,543776,109,6.2,24.8,105.7,83.8,88.6,83.1,384,124,,27,24.8,0,0.0,0.0
Goins, Ryan,572365,87,4.5,35.6,105.6,84.8,92.1,78.5,392,159,,23,26.4,1,1.1,0.8
McNeil, Jeff,643446,205,14.0,32.2,105.6,85.2,90.1,82.6,399,168,391,59,28.8,5,2.4,2.0
Escobar, Alcides,444876,423,9.5,30.3,105.5,83.1,88.2,79.3,398,155,386,91,21.5,9,2.1,1.7
Descalso, Daniel,518614,246,19.1,41.9,105.5,89.0,92.3,85.9,432,210,385,85,34.6,25,10.2,5.9
Frazier, Adam,624428,267,10.0,34.5,105.5,87.6,90.3,86.1,413,163,383,82,30.7,11,4.1,3.1
Parra, Gerardo,467827,331,8.0,34.7,105.5,85.3,90.2,81.9,433,156,402,87,26.3,9,2.7,2.0
Garcia, Aramis,605244,32,18.5,37.5,105.4,87.2,90.4,85.0,423,190,401,13,40.6,4,12.5,6.2
Tilson, Charlie,605508,89,-0.6,24.7,105.4,77.6,83.0,75.8,358,100,,15,16.9,0,0.0,0.0
Guyer, Brandon,446386,147,14.1,32.7,105.4,84.2,88.3,81.0,401,182,378,45,30.6,7,4.8,3.2
Quintana, Jose,500779,32,-17.7,12.5,105.4,72.9,87.5,70.5,289,63,,4,12.5,0,0.0,0.0
Field, Johnny,608654,151,12.5,36.4,105.3,85.6,91.2,81.1,425,182,391,46,30.5,8,5.3,3.4
Moroff, Max,621559,35,12.7,42.9,105.3,83.8,92.1,72.5,403,188,388,12,34.3,3,8.6,4.5
Vazquez, Christian,543877,211,12.6,32.7,105.2,87.2,87.9,89.0,392,164,382,60,28.4,4,1.9,1.5
Crawford, J.P.,641487,82,14.7,31.7,105.2,86.4,92.9,81.3,387,178,384,28,34.1,4,4.9,2.9
Bandy, Jett,542908,41,26.3,43.9,105.2,83.9,90.2,74.9,377,188,377,9,22.0,2,4.9,2.8
Knapp, Andrew,595284,114,12.5,39.5,105.1,87.6,91.2,82.3,408,184,395,45,39.5,10,8.8,4.7
Marquez, German,608566,54,-4.5,24.1,105.1,78.5,85.9,74.8,447,113,447,12,22.2,2,3.7,3.1
Harrison, Josh,543281,283,14.9,36.0,105.1,84.7,90.3,78.8,421,180,386,74,26.1,11,3.9,2.9
Wynns, Austin,642851,88,6.7,31.8,105.1,83.9,87.4,82.0,407,144,374,24,27.3,3,3.4,2.5
Kieboom, Spencer,571851,98,11.5,35.7,105.1,84.0,89.5,78.8,414,159,385,20,20.4,1,1.0,0.7
Joseph, Caleb,543376,199,12.5,39.2,105.0,84.6,89.4,80.5,399,173,382,58,29.1,3,1.5,1.1
Inciarte, Ender,542255,519,10.0,32.8,105.0,83.7,88.0,80.6,433,156,380,98,18.9,8,1.5,1.2
Cowart, Kaleb,592230,69,21.8,34.8,105.0,86.9,90.6,83.4,387,193,377,21,30.4,3,4.3,2.4
Jay, Jon,445055,440,3.2,31.8,105.0,84.1,89.0,81.1,413,131,387,95,21.6,8,1.8,1.4
Travis, Sam,607752,26,2.0,26.9,104.9,88.1,94.2,84.1,375,141,,7,26.9,0,0.0,0.0
Duffy, Matt,622110,413,4.6,33.7,104.9,86.6,90.0,84.8,410,134,402,115,27.8,5,1.2,0.9
Smolinski, Jake,519295,29,14.2,17.2,104.8,88.9,95.5,90.8,386,136,,10,34.5,1,3.4,2.4
Dozier, Brian,572821,429,17.8,31.0,104.8,86.7,91.7,82.6,409,179,379,123,28.7,27,6.3,4.3
Sierra, Magneuris,642423,111,-1.3,20.7,104.7,77.5,83.5,74.7,351,102,,16,14.4,0,0.0,0.0
Gordon, Dee,543829,490,3.5,30.4,104.7,80.6,85.2,78.3,388,130,365,62,12.7,1,0.2,0.2
Smith, Mallex,605480,391,2.6,32.5,104.7,84.0,89.1,80.3,412,144,393,90,23.0,6,1.5,1.1
Freitas, David,571679,69,10.3,37.7,104.6,89.7,92.6,87.7,392,177,392,23,33.3,4,5.8,3.8
Farmer, Kyle,571657,54,12.2,31.5,104.6,86.7,90.3,83.4,378,158,,17,31.5,0,0.0,0.0
McCann, Brian,435263,151,23.1,36.4,104.5,86.0,89.3,84.0,410,192,389,39,25.8,5,3.3,2.3
Petit, Gregorio,463610,47,15.8,34.0,104.5,85.7,88.6,83.9,370,190,,11,23.4,1,2.1,1.5
Phillips, Brett,621433,74,10.5,31.1,104.4,84.8,90.6,81.8,423,148,406,22,29.7,3,4.1,2.0
Davis, Rajai,434658,153,9.2,31.4,104.4,82.6,87.3,79.6,397,148,352,41,26.8,2,1.3,0.9
Galloway, Isaac,543194,44,14.6,36.4,104.3,82.5,90.6,71.6,428,197,402,10,22.7,3,6.8,4.1
Jankowski, Travis,608671,276,2.0,28.3,104.3,83.5,85.8,82.8,415,119,385,54,19.6,2,0.7,0.5
Difo, Wilmer,594694,333,11.8,34.5,104.3,82.1,87.0,78.2,403,156,380,63,18.9,8,2.4,1.8
Wheeler, Zack,554430,39,8.5,33.3,104.3,77.1,84.5,71.0,343,140,,3,7.7,0,0.0,0.0
Lin, Tzu-Wei,624407,48,13.1,39.6,104.2,88.1,93.1,84.1,396,166,396,13,27.1,2,4.2,2.7
Rasmus, Colby,458675,26,19.0,23.1,104.2,86.5,90.5,85.7,414,167,414,8,30.8,2,7.7,4.1
Torres, Ramon,593527,25,6.4,24.0,104.1,85.4,83.4,87.9,355,127,,6,24.0,0,0.0,0.0
Rickard, Joey,572073,158,17.6,35.4,104.1,84.6,90.3,79.2,410,183,389,32,20.3,6,3.8,2.6
Asuaje, Carlos,641319,147,14.2,36.1,104.0,86.4,90.5,82.5,401,177,393,36,24.5,6,4.1,2.8
La Stella, Tommy,600303,142,8.1,33.1,103.9,86.0,89.6,85.3,391,151,378,35,24.6,2,1.4,1.0
Wilson, Bobby,435064,102,10.4,27.5,103.8,80.1,86.8,75.6,392,154,387,23,22.5,3,2.9,2.0
Fletcher, David,664058,255,12.8,35.7,103.7,83.2,85.5,83.5,393,162,393,52,20.4,1,0.4,0.3
Butera, Drew,460077,126,18.6,32.5,103.7,86.1,91.0,83.5,395,185,368,33,26.2,2,1.6,1.1
Arcia, Francisco,516472,76,9.8,31.6,103.6,81.5,88.6,76.1,400,151,392,15,19.7,5,6.6,4.7
Scherzer, Max,453286,61,-6.9,21.3,103.6,76.7,89.9,71.4,362,102,,10,16.4,1,1.6,1.3
Perez, Michael,605421,58,16.9,36.2,103.5,87.4,91.2,84.8,379,189,364,17,29.3,1,1.7,1.3
Wolters, Tony,547172,151,5.0,24.5,103.4,84.3,88.4,83.3,418,132,396,32,21.2,5,3.3,2.3
Sogard, Eric,519299,76,15.8,43.4,103.4,83.8,87.4,79.6,365,184,,18,23.7,1,1.3,0.9
Lobaton, Jose,446653,35,4.1,40.0,103.3,85.9,94.1,79.8,377,148,,12,34.3,1,2.9,1.8
Nido, Tomas,621512,59,8.8,28.8,103.2,85.7,92.5,81.3,400,144,400,18,30.5,1,1.7,1.1
Ross, Tyson,475115,29,-3.3,27.6,103.2,81.3,96.4,71.9,396,151,396,8,27.6,2,6.9,4.3
Mejia, Francisco,642336,37,8.8,29.7,103.1,86.7,87.2,87.2,395,137,389,11,29.7,3,8.1,4.8
Holaday, Bryan,592407,125,14.5,34.4,103.1,83.3,87.5,79.7,394,166,394,20,16.0,1,0.8,0.6
Matz, Steven,571927,37,4.4,32.4,103.1,75.1,82.2,69.7,395,156,378,3,8.1,1,2.7,1.9
Wade, Tyler,642180,43,-0.7,20.9,102.8,83.4,88.0,80.7,410,119,410,9,20.9,1,2.3,1.4
Chatwood, Tyler,543022,25,-9.0,24.0,102.6,73.6,81.2,70.4,299,130,,2,8.0,0,0.0,0.0
Robinson, Shane,453203,44,12.0,18.2,102.6,84.0,85.4,82.6,391,161,391,9,20.5,1,2.3,1.9
Kershaw, Clayton,477132,39,-6.9,25.6,102.5,72.3,81.5,70.2,319,95,,3,7.7,0,0.0,0.0
Narvaez, Omar,553882,217,13.0,43.8,102.5,85.1,89.4,81.4,407,173,380,53,24.4,6,2.8,1.9
Taillon, Jameson,592791,40,-8.3,15.0,102.3,76.2,85.4,75.8,384,81,,8,20.0,0,0.0,0.0
Tomlinson, Kelby,605509,106,1.2,26.4,102.3,80.7,85.8,78.2,387,111,,17,16.0,1,0.9,0.7
Valera, Breyvic,591971,55,11.4,30.9,102.1,82.7,85.5,80.9,366,170,,9,16.4,1,1.8,1.3
Godley, Zack,643327,31,-9.0,16.1,101.9,67.7,77.6,64.0,358,94,,6,19.4,0,0.0,0.0
Foltynewicz, Mike,592314,25,-11.9,16.0,101.9,61.7,87.5,54.0,361,83,,1,4.0,0,0.0,0.0
Hamilton, Billy,571740,376,14.3,36.7,101.9,79.3,83.0,76.2,392,159,375,32,8.5,2,0.5,0.4
Teheran, Julio,527054,45,-5.4,22.2,101.9,72.3,85.6,66.8,392,138,392,7,15.6,0,0.0,0.0
Hampson, Garrett,641658,28,6.0,39.3,101.8,80.4,90.1,72.2,396,172,,9,32.1,1,3.6,2.1
deGrom, Jacob,594798,45,1.4,24.4,101.6,76.1,83.8,71.1,319,136,,5,11.1,0,0.0,0.0
Harvey, Matt,518774,36,-3.9,22.2,101.5,78.3,85.8,75.0,362,118,,7,19.4,0,0.0,0.0
Gentry, Craig,502226,126,7.8,31.0,101.4,82.2,88.4,77.7,420,147,420,26,20.6,2,1.6,1.2
Ciuffo, Nick,624419,28,5.7,25.0,101.4,78.1,86.6,72.5,360,132,360,6,21.4,0,0.0,0.0
Headley, Chase,452104,32,10.6,31.3,101.4,86.2,86.5,87.1,355,124,,5,15.6,0,0.0,0.0
Nova, Ivan,467100,26,-10.6,15.4,101.4,75.5,85.8,73.1,362,93,,3,11.5,0,0.0,0.0
Nola, Aaron,605400,33,-13.0,12.1,101.3,69.5,90.0,64.8,296,80,,2,6.1,0,0.0,0.0
Tocci, Carlos,624636,88,8.9,26.1,101.1,76.2,82.4,71.9,372,145,,12,13.6,0,0.0,0.0
Weaver, Luke,596133,31,-9.7,25.8,101.0,68.9,85.8,63.0,358,120,,1,3.2,0,0.0,0.0
Newman, Kevin,621028,69,5.7,34.8,100.9,83.5,86.3,81.8,387,130,,12,17.4,1,1.4,1.0
Torreyes, Ronald,591720,84,10.4,36.9,100.7,81.8,85.6,80.4,389,152,,8,9.5,1,1.2,1.0
Castro, Daniel,593495,39,7.0,23.1,100.4,79.8,82.6,79.8,363,112,363,3,7.7,0,0.0,0.0
Kelly, Carson,608348,31,5.4,25.8,100.3,80.9,93.4,76.8,388,148,,8,25.8,2,6.5,4.8
Kemp, Tony,643393,215,10.8,34.4,100.2,82.6,88.7,77.2,396,160,361,38,17.7,1,0.5,0.3
Suzuki, Ichiro,400085,37,4.5,29.7,100.1,80.2,85.4,77.6,351,126,,1,2.7,0,0.0,0.0
Valentin, Jesmuel,621044,56,20.4,42.9,100.0,84.9,88.0,81.7,385,198,359,9,16.1,1,1.8,1.1
Kozma, Pete,518902,56,10.3,35.7,100.0,83.1,87.0,79.8,403,174,403,12,21.4,1,1.8,1.4
Andreoli, John,607430,43,17.9,34.9,99.9,83.2,85.7,83.5,386,178,,7,16.3,1,2.3,1.5
Wilkerson, Stevie,592859,30,12.9,23.3,99.6,84.1,90.2,78.6,384,155,,8,26.7,0,0.0,0.0
Centeno, Juan,518542,30,7.7,40.0,99.4,85.8,90.9,82.1,391,164,391,7,23.3,1,3.3,2.6
Corbin, Patrick,571578,40,-4.6,22.5,99.3,75.2,90.8,70.4,330,90,,3,7.5,0,0.0,0.0
Roark, Tanner,543699,44,-4.6,20.5,98.6,77.6,86.5,75.3,343,88,,8,18.2,0,0.0,0.0
Williams, Trevor,592866,36,-5.1,11.1,98.4,75.9,80.0,74.5,279,91,,2,5.6,0,0.0,0.0
Wood, Alex,622072,25,-22.1,4.0,98.4,64.9,81.4,62.7,223,43,,1,4.0,0,0.0,0.0
Hill, Rich,448179,30,-11.3,6.7,98.3,64.7,74.7,61.9,281,60,,4,13.3,0,0.0,0.0
Castillo, Luis,622491,40,-7.4,17.5,97.5,73.8,82.6,71.2,357,88,,1,2.5,0,0.0,0.0
Anderson, Chase,502624,26,-10.0,15.4,96.2,70.9,87.1,64.6,288,88,,2,7.7,0,0.0,0.0
Maeda, Kenta,628317,31,-3.2,19.4,95.8,69.6,80.3,65.2,304,95,,1,3.2,0,0.0,0.0
